Area,Location,No. of Bedrooms,City,CarParking,SwimmingPool,24X7Security,LiftAvailable,ClubHouse,Price
1275,77,2.0,0,0.0,0.0,1.0,1.0,0.0,9060000.0
1210,77,2.0,0,0.0,0.0,1.0,1.0,0.0,8644000.0
1240,77,2.0,0,0.0,0.0,1.0,1.0,0.0,8836000.0
1450,77,3.0,0,0.0,0.0,1.0,1.0,0.0,10200000.0
1192,77,2.0,0,0.0,0.0,1.0,1.0,0.0,8528000.0
1190,77,2.0,0,0.0,0.0,1.0,1.0,0.0,8516000.0
1235,77,2.0,0,0.0,0.0,1.0,1.0,0.0,8804000.0
1400,77,3.0,0,0.0,0.0,1.0,1.0,0.0,9910000.0
1606,501,3.0,0,0.0,0.0,1.0,1.0,0.0,7634000.0
1239,501,2.0,0,0.0,0.0,1.0,1.0,0.0,5970000.0
1615,501,3.0,0,0.0,0.0,1.0,1.0,0.0,7675000.0
1180,501,2.0,0,0.0,0.0,1.0,1.0,0.0,5702000.0
1292,501,2.0,0,0.0,0.0,1.0,1.0,0.0,6210000.0
900,42,2.0,0,0.0,1.0,1.0,1.0,1.0,2520000.0
1180,42,3.0,0,0.0,1.0,1.0,1.0,1.0,3304000.0
1075,42,3.0,0,0.0,1.0,1.0,1.0,1.0,3010000.0
